Subject-Type	Subject-Type Count	Subject-Type Distinct Count	Property	Object-Type	Object-Type Count	Object-Type tDistinct_count
http://mo-ld.org/resource/zebrafishmine_Fish	312155	12580	mine_voc:\nhasExpression	http://mo-ld.org/resource/zebrafishmine_Expression	312155	312155
http://mo-ld.org/resource/zebrafishmine_Figure	312155	56756	mine_voc:\nhasExpression	http://mo-ld.org/resource/zebrafishmine_Expression	312155	312155
http://mo-ld.org/resource/zebrafishmine_Expression	312155	312155	mine_voc:\nhasEnvironment	mold_res:\nzebrafishmine_Environment	312155	8707
http://mo-ld.org/resource/zebrafishmine_BioEntity	307565	307565	mine_voc:\nhasOrganism	mold_res:\nzebrafishmine_Organism	307565	4
http://mo-ld.org/resource/zebrafishmine_Expression	295547	295547	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_BioEntity	295547	12822
http://mo-ld.org/resource/zebrafishmine_Expression	295547	295547	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	295547	12822
http://mo-ld.org/resource/zebrafishmine_Expression	295547	295547	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_Gene	295547	12822
http://mo-ld.org/resource/zebrafishmine_Gene	295547	12822	mine_voc:\nhasExpression	http://mo-ld.org/resource/zebrafishmine_Expression	295547	295547
mold_res:\nzebrafishmine_SequenceAlteration	266471	47244	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	266471	10
http://mo-ld.org/resource/zebrafishmine_DataSet	266471	10	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_SequenceAlteration	266471	47244
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	254306	254306	mine_voc:\nhasOrganism	http://mo-ld.org/resource/zebrafishmine_Organism	254306	4
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	254223	254223	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	254223	254104
mold_res:\nzebrafishmine_BioEntity	253705	253705	mine_voc:\nhasSymbol	mine_type:\nSymbol	253705	253677
mold_res:\nzebrafishmine_SequenceFeature	253705	253705	mine_voc:\nhasSymbol	http://mo-ld.org/mine_type:Symbol	253705	253677
mold_res:\nzebrafishmine_Homologue	246109	117711	mine_voc:\nhasOrthologueEvidence	mold_res:\nzebrafishmine_OrthologueEvidence	246109	246109
http://mo-ld.org/resource/zebrafishmine_OrthologueEvidence	246109	246109	mine_voc:\nhasOrthologueEvidenceCode	mold_res:\nzebrafishmine_OrthologueEvidenceCode	246109	8
http://mo-ld.org/resource/zebrafishmine_Homologue	235422	117711	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_BioEntity	235422	80286
http://mo-ld.org/resource/zebrafishmine_Homologue	235422	117711	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	235422	80286
http://mo-ld.org/resource/zebrafishmine_Homologue	235422	117711	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_Gene	235422	80286
mold_res:\nzebrafishmine_Phenotype	232777	104141	mine_voc:\nhasOntologyTerm	mold_res:\nzebrafishmine_OntologyTerm	232777	3563
http://mo-ld.org/resource/zebrafishmine_OntologyRelation	232364	116182	mine_voc:\nhasOntologyTerm	mold_res:\nzebrafishmine_AnatomyTerm	232364	3001
http://mo-ld.org/resource/zebrafishmine_OntologyRelation	232364	116182	mine_voc:\nhasOntologyTerm	mold_res:\nzebrafishmine_ZFATerm	232364	3001
http://mo-ld.org/resource/zebrafishmine_AnatomyTerm	232364	3001	mine_voc:\nhasOntologyRelation	http://mo-ld.org/resource/zebrafishmine_OntologyRelation	232364	116182
http://mo-ld.org/resource/zebrafishmine_ZFATerm	232364	3001	mine_voc:\nhasOntologyRelation	http://mo-ld.org/resource/zebrafishmine_OntologyRelation	232364	116182
http://mo-ld.org/resource/zebrafishmine_CrossReference	224620	224620	mine_voc:\nhasBioEntity	mold_res:\nzebrafishmine_Transcript	224620	43254
http://mo-ld.org/resource/zebrafishmine_Transcript	224620	43254	mine_voc:\nhasCrossReference	http://mo-ld.org/resource/zebrafishmine_CrossReference	224620	224620
mold_res:\nzebrafishmine_Gene	210956	97935	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	210956	22
http://mo-ld.org/resource/zebrafishmine_DataSet	210956	22	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Gene	210956	97935
http://mo-ld.org/resource/zebrafishmine_BioEntity	201395	201395	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	201395	23
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	201395	201395	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	201395	23
http://mo-ld.org/resource/zebrafishmine_BioEntity	201395	201395	mine_voc:\nhasSOTerm	mold_res:\nzebrafishmine_SOTerm	201395	23
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	201395	201395	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/zebrafishmine_SOTerm	201395	23
mold_res:\nzebrafishmine_Phenotype	198440	104141	mine_voc:\nhasOntologyTerm	mold_res:\nzebrafishmine_AnatomyTerm	198440	1355
http://mo-ld.org/resource/zebrafishmine_Phenotype	198440	104141	mine_voc:\nhasOntologyTerm	mold_res:\nzebrafishmine_ZFATerm	198440	1355
http://mo-ld.org/resource/zebrafishmine_Publication	187171	12339	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Gene	187171	33416
http://mo-ld.org/resource/zebrafishmine_Gene	187171	33416	mine_voc:\nhasPublication	http://mo-ld.org/resource/zebrafishmine_Publication	187171	12339
http://mo-ld.org/resource/zebrafishmine_Synonym	182333	182333	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Gene	182333	37020
http://mo-ld.org/resource/zebrafishmine_Gene	182333	37020	mine_voc:\nhasSynonym	http://mo-ld.org/resource/zebrafishmine_Synonym	182333	182333
http://mo-ld.org/resource/zebrafishmine_Synonym	180572	180572	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Reagent	180572	65615
http://mo-ld.org/resource/zebrafishmine_Reagent	180572	65615	mine_voc:\nhasSynonym	http://mo-ld.org/resource/zebrafishmine_Synonym	180572	180572
mold_res:\nzebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	179755	15
mold_res:\nzebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	179755	15
http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681
http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681
http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681
http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681
http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681
http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681
http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasOntologyTerm	http://mo-ld.org/resource/zebrafishmine_GOTerm	179755	7887
http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasOntologyTerm	http://mo-ld.org/resource/zebrafishmine_GOTerm	179755	7887
http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755	mine_voc:\nhasOntologyTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	179755	7887
http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755	mine_voc:\nhasOntologyTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	179755	7887
http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681	mine_voc:\nhasGOAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_BioEntity	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_Gene	179755	20681	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_GOTerm	179755	7887	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_OntologyTerm	179755	7887	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_GOAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_GOTerm	179755	7887	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
http://mo-ld.org/resource/zebrafishmine_OntologyTerm	179755	7887	mine_voc:\nhasOntologyAnnotation	http://mo-ld.org/resource/zebrafishmine_OntologyAnnotation	179755	179755
mold_res:\nzebrafishmine_GOEvidence	179654	179323	mine_voc:\nhasPublication	http://mo-ld.org/resource/zebrafishmine_Publication	179654	4811
mold_res:\nzebrafishmine_GOAnnotation	179323	179245	mine_voc:\nhasGOEvidence	mold_res:\nzebrafishmine_GOEvidence	179323	179323
mold_res:\nzebrafishmine_OntologyAnnotation	179323	179245	mine_voc:\nhasGOEvidence	http://mo-ld.org/resource/zebrafishmine_GOEvidence	179323	179323
http://mo-ld.org/resource/zebrafishmine_GOEvidence	179323	179323	mine_voc:\nhasGOEvidenceCode	mold_res:\nzebrafishmine_GOEvidenceCode	179323	12
http://mo-ld.org/resource/zebrafishmine_BioEntity	179292	147485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_BioEntity	179292	34719
http://mo-ld.org/resource/zebrafishmine_BioEntity	179292	147485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	179292	34719
http://mo-ld.org/resource/zebrafishmine_BioEntity	179292	147485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_Gene	179292	34719
http://mo-ld.org/resource/zebrafishmine_GOEvidence	166513	166513	mine_voc:\nhasWithText	mine_type:\nWithText	166513	18629
mold_res:\nzebrafishmine_Homologue	160755	117711	mine_voc:\nhasCrossReference	http://mo-ld.org/resource/zebrafishmine_CrossReference	160755	77477
http://mo-ld.org/resource/zebrafishmine_OrthologueEvidence	157969	157969	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	157969	63266
http://mo-ld.org/resource/zebrafishmine_OrthologueEvidence	157969	157969	mine_voc:\nhasPublication	http://mo-ld.org/resource/zebrafishmine_Publication	157969	2997
http://mo-ld.org/resource/zebrafishmine_Synonym	156009	156009	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Transcript	156009	43325
http://mo-ld.org/resource/zebrafishmine_Transcript	156009	43325	mine_voc:\nhasSynonym	http://mo-ld.org/resource/zebrafishmine_Synonym	156009	156009
mold_res:\nzebrafishmine_Insertion	145434	21795	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	145434	8
http://mo-ld.org/resource/zebrafishmine_DataSet	145434	8	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Insertion	145434	21795
mold_res:\nzebrafishmine_TransgenicInsertion	145002	21712	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	145002	8
http://mo-ld.org/resource/zebrafishmine_DataSet	145002	8	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_TransgenicInsertion	145002	21712
http://mo-ld.org/resource/zebrafishmine_Synonym	137385	137385	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Clone	137385	52910
http://mo-ld.org/resource/zebrafishmine_Clone	137385	52910	mine_voc:\nhasSynonym	http://mo-ld.org/resource/zebrafishmine_Synonym	137385	137385
mold_res:\nzebrafishmine_OntologyTerm	136356	37110	mine_voc:\nhasOntologyTermSynonym	mold_res:\nzebrafishmine_OntologyTermSynonym	136356	135217
http://mo-ld.org/resource/zebrafishmine_OntologyTermSynonym	135217	135217	mine_voc:\nhasType	mine_type:\nType	135217	6
mold_res:\nzebrafishmine_Homologue	117711	117711	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	117711	2
http://mo-ld.org/resource/zebrafishmine_Homologue	117711	117711	mine_voc:\nhasType	http://mo-ld.org/mine_type:Type	117711	5
http://mo-ld.org/resource/zebrafishmine_BioEntity	117711	19730	mine_voc:\nhasHomologue	http://mo-ld.org/resource/zebrafishmine_Homologue	117711	117711
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	117711	19730	mine_voc:\nhasHomologue	http://mo-ld.org/resource/zebrafishmine_Homologue	117711	117711
http://mo-ld.org/resource/zebrafishmine_Gene	117711	19730	mine_voc:\nhasHomologue	http://mo-ld.org/resource/zebrafishmine_Homologue	117711	117711
http://mo-ld.org/resource/zebrafishmine_Homologue	117711	117711	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	117711	117711
mold_res:\nzebrafishmine_GOTerm	115553	27981	mine_voc:\nhasOntologyTermSynonym	mold_res:\nzebrafishmine_OntologyTermSynonym	115553	114504
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	110277	78485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_BioEntity	110277	34333
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	110277	78485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	110277	34333
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	110277	78485	mine_voc:\nhasGene	http://mo-ld.org/resource/zebrafishmine_Gene	110277	34333
mold_res:\nzebrafishmine_AnatomyTerm	109187	45	mine_voc:\nhasPhenotype	mold_res:\nzebrafishmine_Phenotype	109187	104141
http://mo-ld.org/resource/zebrafishmine_OntologyTerm	109187	45	mine_voc:\nhasPhenotype	http://mo-ld.org/resource/zebrafishmine_Phenotype	109187	104141
mold_res:\nzebrafishmine_ZFATerm	109187	45	mine_voc:\nhasPhenotype	http://mo-ld.org/resource/zebrafishmine_Phenotype	109187	104141
http://mo-ld.org/resource/zebrafishmine_Synonym	108983	108983	mine_voc:\nhasBioEntity	mold_res:\nzebrafishmine_RNAClone	108983	39117
http://mo-ld.org/resource/zebrafishmine_RNAClone	108983	39117	mine_voc:\nhasSynonym	http://mo-ld.org/resource/zebrafishmine_Synonym	108983	108983
http://mo-ld.org/resource/zebrafishmine_Publication	107864	6637	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_SequenceAlteration	107864	45390
http://mo-ld.org/resource/zebrafishmine_SequenceAlteration	107864	45390	mine_voc:\nhasPublication	http://mo-ld.org/resource/zebrafishmine_Publication	107864	6637
mold_res:\nzebrafishmine_Environment	104141	9349	mine_voc:\nhasPhenotype	mold_res:\nzebrafishmine_Phenotype	104141	104141
mold_res:\nzebrafishmine_Figure	104141	18859	mine_voc:\nhasPhenotype	http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141
mold_res:\nzebrafishmine_Fish	104141	18470	mine_voc:\nhasPhenotype	http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasPhenotypeIsMonogenic	mine_type:\nPhenotypeIsMonogenic	104141	2
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasPATOTerm	mold_res:\nzebrafishmine_PATOTerm	104141	657
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasPATOTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	104141	657
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasFish	http://mo-ld.org/resource/zebrafishmine_Fish	104141	18470
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasFigure	http://mo-ld.org/resource/zebrafishmine_Figure	104141	18859
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	104141	104141
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasTag	mine_type:\nTag	104141	3
http://mo-ld.org/resource/zebrafishmine_Phenotype	104141	104141	mine_voc:\nhasEnvironment	http://mo-ld.org/resource/zebrafishmine_Environment	104141	9349
mold_res:\nzebrafishmine_Substitution	99043	21508	mine_voc:\nhasDataSet	http://mo-ld.org/resource/zebrafishmine_DataSet	99043	10
http://mo-ld.org/resource/zebrafishmine_DataSet	99043	10	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/zebrafishmine_Substitution	99043	21508
http://mo-ld.org/resource/zebrafishmine_Gene	97935	97935	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/zebrafishmine_OntologyTerm	97935	5
http://mo-ld.org/resource/zebrafishmine_Gene	97935	97935	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/zebrafishmine_SOTerm	97935	5
http://mo-ld.org/resource/zebrafishmine_Gene	97935	97935	mine_voc:\nhasOrganism	http://mo-ld.org/resource/zebrafishmine_Organism	97935	4
http://mo-ld.org/resource/zebrafishmine_Gene	97879	97879	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	97879	97879
http://mo-ld.org/resource/zebrafishmine_BioEntity	97593	35496	mine_voc:\nhasTranscript	http://mo-ld.org/resource/zebrafishmine_BioEntity	97593	43322
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	97593	35496	mine_voc:\nhasTranscript	http://mo-ld.org/resource/zebrafishmine_BioEntity	97593	43322
http://mo-ld.org/resource/zebrafishmine_BioEntity	97593	35496	mine_voc:\nhasTranscript	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	97593	43322
http://mo-ld.org/resource/zebrafishmine_SequenceFeature	97593	35496	mine_voc:\nhasTranscript	http://mo-ld.org/resource/zebrafishmine_SequenceFeature	97593	43322
