Subject-Type	Subject-Type Count	Subject-Type Distinct Count	Property	Object-Type	Object-Type Count	Object-Type tDistinct_count
http://mo-ld.org/resource/flymine_BioEntity	4237544	4237544	mine_voc:\nhasSequence	mold_res:\nflymine_Sequence	4237544	4234572
http://mo-ld.org/resource/flymine_SequenceFeature	3744433	3744433	mine_voc:\nhasLength	http://mo-ld.org/mine_type:Length	3744433	44468
http://mo-ld.org/resource/flymine_SequenceFeature	3737760	3737760	mine_voc:\nhasSequence	http://mo-ld.org/resource/flymine_Sequence	3737760	3737760
http://mo-ld.org/resource/flymine_BioEntity	3724477	3557637	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_BioEntity	3724477	262440
http://mo-ld.org/resource/flymine_BioEntity	3724477	3557637	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_SequenceFeature	3724477	262440
http://mo-ld.org/resource/flymine_BioEntity	3724477	3557637	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_Gene	3724477	262440
mold_res:\nflymine_Publication	3529040	231768	mine_voc:\nhasMeshTerm	mold_res:\nflymine_MeshTerm	3529040	18653
http://mo-ld.org/resource/flymine_MeshTerm	3529040	18653	mine_voc:\nhasPublication	http://mo-ld.org/resource/flymine_Publication	3529040	231768
http://mo-ld.org/resource/flymine_BioEntity	3482626	3482626	mine_voc:\nhasSecondaryIdentifier	mine_type:\nSecondaryIdentifier	3482626	2861273
http://mo-ld.org/resource/flymine_BioEntity	3463983	2323152	mine_voc:\nhasTranscript	http://mo-ld.org/resource/flymine_BioEntity	3463983	266038
http://mo-ld.org/resource/flymine_BioEntity	3463983	2323152	mine_voc:\nhasTranscript	http://mo-ld.org/resource/flymine_SequenceFeature	3463983	266038
http://mo-ld.org/resource/flymine_BioEntity	3463983	2323152	mine_voc:\nhasTranscript	mold_res:\nflymine_Transcript	3463983	266038
http://mo-ld.org/resource/flymine_BioEntity	3398293	47714	mine_voc:\nhasMicroArrayResult	mold_res:\nflymine_MicroArrayResult	3398293	1803934
http://mo-ld.org/resource/flymine_SequenceFeature	3398293	47714	mine_voc:\nhasMicroArrayResult	http://mo-ld.org/resource/flymine_MicroArrayResult	3398293	1803934
http://mo-ld.org/resource/flymine_BioEntity	3363625	2259877	mine_voc:\nhasTranscript	mold_res:\nflymine_MRNA	3363625	246306
http://mo-ld.org/resource/flymine_Homologue	3352898	3352898	mine_voc:\nhasCrossReference	http://mo-ld.org/resource/flymine_CrossReference	3352898	3352898
http://mo-ld.org/resource/flymine_SequenceFeature	3217679	2105428	mine_voc:\nhasTranscript	http://mo-ld.org/resource/flymine_BioEntity	3217679	266016
http://mo-ld.org/resource/flymine_SequenceFeature	3217679	2105428	mine_voc:\nhasTranscript	http://mo-ld.org/resource/flymine_SequenceFeature	3217679	266016
http://mo-ld.org/resource/flymine_SequenceFeature	3217679	2105428	mine_voc:\nhasTranscript	http://mo-ld.org/resource/flymine_Transcript	3217679	266016
http://mo-ld.org/resource/flymine_SequenceFeature	3197703	3038941	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_BioEntity	3197703	193852
http://mo-ld.org/resource/flymine_SequenceFeature	3197703	3038941	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_SequenceFeature	3197703	193852
http://mo-ld.org/resource/flymine_SequenceFeature	3197703	3038941	mine_voc:\nhasGene	http://mo-ld.org/resource/flymine_Gene	3197703	193852
